p,ratio_noh,ratio_h
0.5,0.8583813252448589,1.0730867780907354
0.55,0.8249584439176316,1.0136433610966777
0.6,0.8012355659591927,0.9566891977666931
0.65,0.776584068312191,0.9123616093227814
0.7,0.7585385331503778,0.8673103741245533
0.75,0.7339931055621571,0.8282981131763824
0.8,0.7187251414288658,0.7945865568677286
0.85,0.7039500005826534,0.7617079574357577
0.9,0.6897197627133249,0.7332307175514764
0.95,0.6784240000435099,0.7080378146120865
