p,var_noh,var_h
0.5,1.0248484848484851,1.6382582080809445
0.55,1.104318181818182,1.9172735018183307
0.6,1.0394949494949495,1.8827280886870237
0.65,1.02969696969697,1.5039399854546522
0.7,0.8021212121212121,1.777879684848647
0.75,0.9477525252525253,2.024849360404184
0.8,0.8319191919191917,1.4090916000001144
0.85,0.5170454545454546,1.0776518954546115
0.9,0.28916666666666657,1.3930308733334154
0.95,0.5334343434343435,0.8809095927273474
